"sample_name","Quality","Quality_Factor","Density","MOE","MOR","PrePD","PostPD","max_knot","knot_decisive"
"17.36",1,"1",391.508,8.274186785,59.75772089,14.12000895,0,36,1
"17.37",1,"1",419.084,6.960095937,51.17462828,5.239995003,0,48,1
"17.38",2,"2",387.725,8.120186198,58.26704014,6.940020084,0,13,1
"17.39",1,"1",458.938,8.589621972,61.31608365,3.759989738,0,22,1
"17.4",2,"2",426.203,8.429965098,60.45845808,6.020002842,1.159994125,26,1
"17.40",1,"1",389.776,8.73951253,61.22332483,8.779969692,0,16,NA
"17.5",1,"1",429.752,9.126664432,63.11414768,6.831754684,0.880032539,12,NA
"17.6",1,"1",442.171,8.864401217,64.79075053,7.01999712,0,17,1
"17.7",1,"1",484.832,12.28734924,81.25932218,8.219983578,3.19999218,11,NA
"17.8",3,"3",446.829,7.942469853,49.35040076,1.700000763,0.519999504,28,1
"17.9",3,"3",410.881,8.02403896,62.13013426,8.919994831,1.723749161,30,1
"18.1",2,"2",428.532,8.08028835,57.06168717,5.480021477,6.15999794,21,1
"18.10",3,"3",395.431,6.967711677,41.22502553,4.420000553,1.539995193,35,1
"18.11",2,"2",398.647,7.433791467,57.15578608,7.740015507,0,23,1
"18.12",3,"3",415.614,8.795522568,63.43984394,9.860002041,0.040006638,25,1
"18.13",3,"3",394.766,6.459231809,31.79571765,0.56000948,0,22,1
"18.14",1,"1",445.476,9.231803462,72.14882247,13.28001976,0,20,1
"18.15",3,"3",395.285,7.013933916,47.81392781,6.39999342,0,32,1
"18.16",1,"1",399.257,8.55395641,58.4556473,6.420007229,0,15,NA
"18.17",1,"1",398.981,8.748540055,59.9897958,9.600009441,0,21,1
"18.18",1,"1",452.65,9.698242841,69.25186736,8.419994354,1.060676575,42,1
"18.19",2,"2",416.331,8.673177719,61.13556578,9.059984207,0.260001183,33,1
"18.2",3,"3",437.205,7.489269577,42.39848915,0.41999054,2.036163807,12,NA
"18.20",2,"2",397.765,9.150276767,62.04345216,8.139991283,4.039993286,31,1
"18.21",2,"2",449.379,9.92284947,69.97496706,7.86000967,2.040013313,19,1
"18.22",1,"1",420.972,9.127106785,65.65582702,8.300022125,1.259957314,6,1
"18.23",1,"1",473.83,9.551801358,71.31233626,6.580010891,6.398447037,40,1
"18.24",2,"2",386.539,6.73888699,48.50307685,3.300001621,0,22,NA
"18.25",2,"2",454.776,10.02532054,63.30350042,3.420021057,7.340636253,20,1
"18.26",3,"3",392.736,7.664202645,37.34668359,1.299989223,4.742351532,50,1
"18.27",2,"2",388.242,7.103959882,52.47990835,6.380005836,0,20,NA
"18.28",1,"1",439.565,8.502421948,65.68814032,8.039968014,0,12,NA
"18.29",2,"2",383.843,7.053658372,44.12638103,4.140009403,0,23,1
"18.3",3,"3",417.136,7.70877345,48.97099356,2.77998209,0,42,1
"18.30",2,"2",461.267,9.646420726,61.51745337,4.080004215,12.72015095,22,1
"18.31",2,"2",394.101,7.149370562,45.56846756,2.640013695,1.535730362,20,1
"18.32",3,"3",400.035,7.998722702,49.0159281,3.59999752,2.320007324,24,1
"18.33",3,"3",440.855,9.298770129,71.614174,14.02000999,0,61,1
"18.34",3,"3",462.63,7.758688464,47.26660449,1.259995461,1.822553635,39,1
"18.35",3,"3",364.721,7.679146885,47.15628801,4.499985218,0,13,NA
"18.36",2,"2",460.596,10.90359642,77.53268366,11.54001379,0.459976196,20,1
"18.37",2,"2",402.451,8.71321086,53.93661895,6.100018501,1.499992371,21,1
"18.38",3,"3",473.873,5.807878014,29.49061837,2.739995956,0,77,1
"18.39",2,"2",464.577,9.770069345,74.63073365,13.38000202,0.239999771,22,1
"18.4",3,"3",399.978,6.433251724,43.99618731,4.099990368,0,39,1
"18.40",1,"1",428.206,9.519202106,68.64777281,8.520009518,1.239983559,8,NA
"18.5",3,"3",410.936,6.545652413,31.41775287,5.38001442,1.579978943,53,1
"18.6",3,"3",433.133,7.245035425,57.47461132,5.280015469,0,32,1
"18.7",2,"2",466.898,8.244184835,58.50179524,3.280005932,3.759971619,37,1
"18.8",3,"3",433.855,6.932207847,53.190533,4.880018711,2.739994049,28,1
"18.9",1,"1",450.432,9.428389426,59.35831462,3.560028553,2.23998642,10,1
"19.1",1,"1",437.904,9.54932825,70.36766321,11.94001484,0,13,NA
"19.10",3,"3",460.634,7.004917834,32.27368505,0,2.920469761,47,1
"19.11",3,"3",451.042,9.819203399,71.22001115,8.93999815,0,27,1
"19.12",2,"2",388.481,7.619154647,46.80691352,5.660000324,0,21,1
"19.13",3,"3",428.406,6.335595219,31.83919027,5.479990005,3.440026283,29,1
"19.14",2,"2",490.075,12.0481952,75.45691819,8.920040607,5.391971588,19,1
"19.15",3,"3",404.128,6.803926464,31.99174892,0,2.739988327,39,1
"19.16",2,"2",463.462,9.116363174,74.71878021,10.71998596,0,12,1
"19.17",3,"3",461.577,10.29748772,73.28572835,7.220005512,0,10,NA
"19.18",1,"1",439.055,9.364520648,70.44818079,10.65999794,0,0,NA
"19.19",1,"1",396.152,9.026045052,58.56477962,8.782539845,0,16,NA
"19.2",3,"3",448.849,8.760103522,52.24089797,2.739995956,4.520009041,31,1
"19.20",3,"3",409.701,5.222737583,26.33271299,0,0.660013199,43,1
"19.21",3,"3",491.782,12.23061583,75.97079766,9.46000433,15.86934662,14,1
"19.22",1,"1",397.039,8.457101062,61.73779394,9.620027542,0,21,NA
"19.23",1,"1",463.185,11.83929808,81.79166082,13.3799901,6.626176834,0,NA
"19.24",2,"2",488.357,12.20269659,82.34484157,12.16001177,5.951972961,11,1
"19.25",2,"2",380.24,7.355406535,46.08944708,1.799981594,0,19,1
"19.26",1,"1",410.734,7.750858486,54.8678863,6.000000954,2.680003166,25,1
"19.27",2,"2",417.003,8.546382169,58.10830975,7.32934761,0,23,1
"19.28",2,"2",429.845,9.788497718,71.73766724,12.1000104,3.735361099,5,NA
"19.29",2,"2",432.117,10.44219042,76.09810112,10.78000116,0.520004272,0,NA
"19.3",2,"2",384.01,7.609440837,58.01963943,7.999990463,0,19,1
"19.30",2,"2",488.622,12.04677693,81.14394395,12.55997944,6.52000618,11,1
"19.31",1,"1",395.542,8.618495804,59.00722968,6.520019054,0.479967117,15,NA
"19.32",1,"1",450.801,10.35548733,69.96051354,6.42000103,3.559998512,0,NA
"19.33",1,"1",462.852,10.15388319,69.03486971,6.779997826,4.220001221,22,1
"19.34",2,"2",404.443,7.260140689,45.79547448,5.680000782,2.093495369,25,1
"19.35",1,"1",445.366,9.808004133,67.52807861,8.502151966,4.230005264,15,NA
"19.36",1,"1",490.629,12.30306939,78.27388192,10.14897871,2.280004501,13,1
"19.37",1,"1",402.221,6.942894441,57.82487759,12.41999245,0,42,1
"19.38",2,"2",437.514,9.694227121,62.46160998,7.180002213,5.327663422,21,1
"19.39",2,"2",404.413,8.271372887,50.95113484,3.320000648,4.275760651,19,1
"19.4",2,"2",385.873,8.604975317,51.02290049,6.239983559,4.260016441,18,1
"19.40",1,"1",437.331,10.30796917,75.08407014,12.00001001,5.266950607,0,NA
"19.5",3,"3",441.546,6.891723074,37.56724832,0.880031586,7.339958191,53,1
"19.6",2,"2",393.768,8.194899901,55.7738673,6.719982624,1.359988213,22,1
"19.7",2,"2",452.021,9.336478686,66.10479724,6.279995441,3.000012398,17,NA
"19.8",3,"3",422.483,8.780679497,64.33958255,8.080002785,2.328008652,23,1
"19.9",3,"3",394.497,6.551448452,43.36781028,3.199995995,0,27,1
"2.1",3,"3",422.045,8.540902026,63.86342549,8.74000597,1.999982834,42,1
"2.10",1,"1",391.772,8.414647903,50.3920723,3.320013046,3.339981079,12,NA
"2.11",1,"1",485.252,12.05777759,78.35453605,8.799985409,10.37598419,9,1
"2.12",3,"3",451.786,8.627871777,66.01173142,5.980017185,5.496541023,28,1
"2.13",2,"2",390.511,7.480873419,49.12190268,6.24001503,0,20,1
"2.14",3,"3",410.272,8.065617316,47.91840148,8.839998245,1.866148949,35,1
"2.15",1,"1",423.778,9.822473055,71.61911041,14.17999601,4.039352417,10,NA
"2.16",3,"3",445.041,8.232694149,59.84194697,5.059989452,0,22,1
"2.17",2,"2",454.498,9.886337648,73.25242094,13.42001057,3.819992065,23,1
"2.18",2,"2",467.124,9.897668533,56.08135292,9.299979687,11.30936146,25,1
"2.19",1,"1",414.585,9.003132095,64.49557915,7.759995937,5.226587296,8,NA
"2.2",2,"2",376.802,8.726170985,59.14655065,9.600019932,1.199989319,29,1
"2.20",2,"2",460.024,9.701948909,69.81960396,8.320000648,5.360013962,16,1
"2.21",2,"2",417.003,9.334036027,59.25347547,6.379978657,4.320007324,0,NA
"2.22",3,"3",366.988,7.286080803,51.00948494,6.620013714,2.243993759,19,NA
"2.23",2,"2",429.982,8.565002727,54.15088768,2.819965839,1.379392624,21,1
"2.24",2,"2",417.332,7.827398913,57.64186471,9.840001106,0,19,1
"2.25",3,"3",396.553,7.191370423,49.46156028,4.880007744,2.960010529,45,1
"2.26",2,"2",441.894,7.794361098,50.45274198,5.239987373,2.323453903,38,1
"2.27",2,"2",406.563,8.125818118,62.97566488,10.93999386,0,23,1
"2.28",1,"1",438.623,8.841469966,64.59675376,5.839987755,0,16,NA
"2.29",3,"3",453.83,8.399326891,53.43908862,4.719991207,5.544546127,32,1
"2.3",2,"2",386.581,7.557865594,46.86770989,4.620007038,0,16,1
"2.30",2,"2",386.518,7.806077281,54.58942467,5.380002499,0,22,1
"2.31",2,"2",391.01,7.444132531,52.79642375,6.119998455,0,22,1
"2.32",2,"2",425.815,8.358978268,61.79405349,8.720003605,0,27,1
"2.33",2,"2",380.437,7.621982973,43.33733412,1.24000597,0.060003281,20,1
"2.34",2,"2",441.159,7.790940516,48.79937391,2.180010796,1.719992638,24,1
"2.35",3,"3",413.901,6.833013312,37.45414445,8.160007477,2.119991302,69,1
"2.36",2,"2",389.973,8.001470581,51.99928268,5.680009842,3.039984703,16,1
"2.37",2,"2",449.046,8.930095455,57.60057034,6.460003853,1.312940598,21,1
"2.38",2,"2",407.656,8.841076846,66.62952903,15.00000143,0,30,1
"2.39",2,"2",417.025,8.808215368,68.15570519,17.34002209,0,21,1
"2.4",3,"3",449.324,6.322132394,38.45581298,5.39998436,0.560028076,40,1
"2.40",1,"1",403.548,8.396404554,67.55847192,13.78000736,0,6,NA
"2.5",2,"2",518.408,11.98157425,83.38648874,11.64000225,6.059337616,21,1
"2.6",1,"1",402.966,8.909134045,63.97880021,8.899972916,0.020009995,0,NA
"2.7",2,"2",438.512,8.416331968,52.00753766,2.27999258,2.459362984,25,1
"2.8",3,"3",417.695,7.234551907,34.35195771,3.659996033,16.67067814,40,1
"2.9",2,"2",452.151,7.777276403,50.04464703,2.640001774,2.26000309,27,1
"20.10",2,"2",432.746,10.05673116,73.60451948,12.38000202,5.32000351,16,1
"20.11",2,"2",406.993,8.90041009,64.1278332,9.540007114,0.019996643,14,1
"20.12",2,"2",381.43,7.270532222,55.21599379,9.14001894,0,5,NA
"20.13",2,"2",510.035,10.23869595,65.67715156,7.839985371,3.310037613,26,1
"20.14",2,"2",410.549,5.880745146,41.69248905,3.320003033,0,19,1
"20.2",3,"3",463.739,7.52421345,55.91733525,7.553372383,0,37,1
"20.3",1,"1",452.44,9.774941182,68.43553128,7.600002289,3.599986076,17,NA
"20.4",1,"1",406.938,8.93999742,62.10300103,9.440009117,0.019992828,30,1
"20.5",1,"1",422.766,10.50150999,75.52846456,16.69999743,1.660007477,7,NA
"20.6",1,"1",493.54,12.53769424,82.04477763,7.859978199,7.440374374,8,NA
"20.7",1,"1",430.199,10.39088099,70.94547234,10.39998007,4.359987259,12,NA
"20.8",1,"1",437.047,10.37798155,75.11596923,11.45998526,1.280017853,0,NA
"20.9",3,"3",462.21,5.163283546,22.69871877,0.759969711,3.880012035,64,1
"3.1",3,"3",445.178,8.566440106,61.82856942,7.239979267,0,51,1
"3.10",2,"2",394.118,7.87601384,58.29329135,8.700010777,0,19,1
"3.11",1,"1",469.665,9.913461213,60.73974122,9.460001945,3.519979477,21,1
"3.12",3,"3",458.717,9.718519162,62.94553958,7.139979362,6.805262566,27,1
"3.13",3,"3",399.59,5.89862096,30.68776266,3.46001339,3.180000305,82,1
"3.14",1,"1",413.308,8.993476926,61.05812301,8.999977589,5.709803581,0,NA
"3.15",2,"2",487.359,10.90049014,75.02330788,8.37997818,12.75349331,19,1
"3.16",3,"3",483.285,10.85893129,71.01571759,11.6393733,5.116006851,25,1
"3.17",3,"3",478.709,7.960388429,52.61321108,2.160011292,1.699979782,19,NA
"3.18",2,"2",413.063,8.01648046,55.6996505,5.13999939,0,21,1
"3.19",3,"3",485.109,7.491860207,59.69602299,4.839993477,0,25,NA
"3.2",2,"2",458.571,7.540867112,54.14353422,6.359999657,0,25,1
"3.20",1,"1",446.496,10.1843744,74.31473966,13.08000517,0.139980316,22,1
"3.21",2,"2",422.211,8.298434533,56.77844994,3.959992886,7.680021286,21,1
"3.22",2,"2",477.304,10.14402473,71.10033839,9.440016747,5.380027771,18,1
"3.23",2,"2",425.15,8.738000769,59.09531523,5.800022125,5.22536087,25,1
"3.24",1,"1",459.822,9.947446777,67.94668476,6.120016575,6.992256165,17,NA
"3.25",3,"3",427.146,8.403352694,54.60000409,5.49999094,3.595450401,24,1
"3.26",1,"1",441.007,8.613040262,65.28225775,10.61998892,0,49,1
"3.27",3,"3",456.809,6.610362094,34.64625924,4.139994144,0,22,NA
"3.28",2,"2",448.104,9.063142351,53.49756054,4.07999754,8.872832298,21,1
"3.29",2,"2",459.525,9.081849418,69.51939383,10.90000248,0,17,1
"3.3",1,"1",390.441,8.894717332,55.92574129,8.480002403,4.561943054,8,NA
"3.30",2,"2",431.415,8.629397879,68.81815471,12.74001265,2.43016243,14,1
"3.31",1,"1",405.744,8.868419926,68.76591543,15.64000416,0,12,NA
"3.32",3,"3",454.868,9.495603533,52.12924249,4.699995995,2.940737724,24,NA
"3.33",3,"3",461.3,7.406277094,42.0349584,1.479973793,1.140007973,21,1
"3.34",2,"2",460.57,9.609486602,59.47084834,5.440006256,6.938536644,21,1
"3.35",2,"2",456.975,10.33042737,65.74057452,4.44001627,6.993343353,17,1
"3.36",3,"3",416.389,8.623264826,66.82113312,12.12000751,0.060003281,5,NA
"3.37",2,"2",443.409,7.829566915,47.65831131,5.200006485,3.801834106,31,1
"3.38",2,"2",472.444,10.99005971,76.45770958,11.44002342,2.48000145,16,1
"3.39",1,"1",490.075,12.32010012,75.19193059,5.379977703,7.149064064,13,NA
"3.4",2,"2",462.464,7.621381936,57.51128115,7.260007858,4.03999424,28,1
"3.40",3,"3",475.66,6.842639083,43.26293702,1.560011387,7.340158463,33,NA
"3.5",3,"3",454.905,4.760695687,26.39523931,8.919989109,3.782011032,13,1
"3.6",3,"3",434.845,8.235000941,35.63770408,0.420006275,3.12642622,30,1
"3.7",2,"2",429.982,8.919493418,67.4995663,10.41998053,3.040023804,28,1
"3.8",2,"2",410.364,7.370193908,50.47049943,5.220001698,2.308179855,42,1
"3.9",3,"3",441.642,9.423083845,67.47845617,10.26000166,3.600004196,55,1
"4.1",3,"3",437.847,8.100495549,59.20416491,7.640014648,0,14,1
"4.10",3,"3",417.166,8.700644937,62.96942736,8.660007,0,15,NA
"4.11",2,"2",415.89,7.868661533,58.02689543,6.940023899,4.200000763,21,1
"4.12",2,"2",453.302,10.24599619,72.98091317,12.00000191,3.119983673,23,1
"4.13",3,"3",459.336,7.548003942,46.60113367,3.180009365,0,23,1
"4.14",2,"2",476.159,10.40355778,71.81745883,7.880040646,4.439974785,27,1
"4.15",2,"2",450.096,9.786760898,70.96551526,14.80001068,0.140018463,28,1
"4.16",1,"1",400.807,8.941793853,59.98545877,8.519993305,4.419999123,16,NA
"4.17",1,"1",418.672,8.823070987,58.68483248,6.199985027,1.155166626,11,NA
"4.18",1,"1",405.8,7.075112643,58.36490593,12.93999004,0,16,NA
"4.19",3,"3",504.833,11.12928434,71.61874006,7.100002289,7.694430351,20,1
"4.2",2,"2",467.121,9.776092409,69.54032365,7.259977341,9.350985527,17,1
"4.20",2,"2",450.765,8.117888993,60.84986277,9.482149601,0.020011902,24,1
"4.21",2,"2",416.914,8.81225249,56.19614774,11.1400075,0.379991531,26,1
"4.22",3,"3",473.128,7.6590828,37.55582828,0.600005627,9.779989243,25,NA
"4.23",1,"1",496.341,10.58876315,76.01368065,8.740005016,0,27,1
"4.24",2,"2",415.114,8.075992022,57.25291117,5.520013809,0.219996452,25,1
"4.25",2,"2",443.594,6.239080253,40.30671811,1.400026798,0,29,1
"4.26",2,"2",415.143,7.779172165,54.72973974,4.459983349,1.03271389,19,1
"4.27",2,"2",502.606,11.36697165,74.18051105,7.540015221,7.055103302,18,NA
"4.28",1,"1",348.107,6.678198256,52.15994768,9.740003109,0,27,NA
"4.29",3,"3",449.823,8.160034739,55.1386631,3.640010357,7.859343529,39,1
"4.3",2,"2",439.364,9.791053052,60.72052185,7.659983158,2.699999809,20,1
"4.30",1,"1",433.577,10.02110938,69.97356849,9.019993305,6.0803442,10,NA
"4.31",2,"2",402.251,7.454892586,56.62464622,9.260002136,0.29999733,19,1
"4.32",2,"2",472.167,10.00679147,59.29256721,5.579984188,10.0298481,16,1
"4.33",2,"2",477.009,9.882479681,66.25795284,6.999995708,5.239991188,23,1
"4.34",2,"2",466.676,10.03562927,71.35232465,9.040000916,2.100017548,22,1
"4.35",2,"2",429.6,8.315276726,55.51201796,3.720000744,0,20,1
"4.36",3,"3",399.534,6.413916906,41.37079844,2.26000452,4.470002174,53,1
"4.37",3,"3",351.045,6.5932605,37.09321104,1.100010395,0,20,NA
"4.38",3,"3",449.963,8.403239098,63.55936564,9.500007153,0.479999542,16,1
"4.39",2,"2",446.551,10.21298965,74.38048707,15.92001057,6.100004196,23,1
"4.4",2,"2",487.765,11.54350825,75.04026127,11.58000517,5.239999771,21,1
"4.40",1,"1",410.346,7.793282538,62.87188319,10.92000866,0.579986572,9,NA
"4.5",2,"2",436.275,8.442566435,59.38004362,6.879980564,4.250582695,25,1
"4.6",2,"2",358.96,7.060692425,46.19642064,5.180011272,0,26,1
"4.7",2,"2",410.18,7.877832593,58.47569509,8.380009174,0,0,NA
"4.8",2,"2",402.923,8.797979764,63.8961725,13.61999607,0.859994888,9,1
"4.9",1,"1",487.525,11.93675404,76.31016775,7.299993992,13.66016293,15,NA
"5.1",2,"2",506.82,10.12642641,68.05281039,6.820006371,3.259990692,22,1
"5.10",2,"2",423.154,7.980831899,60.16951449,7.579987526,1.028699875,24,1
"5.11",3,"3",523.619,10.422799,70.38442159,6.920015335,6.780000687,21,1
"5.12",3,"3",520.534,10.17550102,51.36289433,2.719998837,5.333097458,32,1
"5.13",2,"2",422.228,8.590746299,58.93321268,6.479994297,4.866154671,30,1
"5.14",2,"2",422.987,7.172698638,63.15867776,12.54001617,0,22,NA
"5.15",2,"2",451.274,7.698968522,65.980344,11.09999943,0,26,1
"5.16",2,"2",441.391,7.740155364,60.99275083,6.239984035,0,24,1
"5.17",2,"2",449.102,10.24746571,74.79776287,15.10000134,0,26,1
"5.18",1,"1",402.467,7.580268941,63.87585181,16.1000042,0,18,NA
"5.19",3,"3",458.551,9.26672217,48.18563069,2.440008163,7.040009499,36,1
"5.2",2,"2",397.043,8.306317192,57.73135857,7.200007439,2.120010376,6,1
"5.20",1,"1",429.086,7.707498239,62.70309966,12.80002117,0.099998474,54,1
"5.21",3,"3",423.889,7.173290704,53.87348837,4.800009727,0,26,1
"5.22",3,"3",451.43,6.813476439,32.83092506,1.940005779,6.000008583,36,1
"5.23",3,"3",444.666,8.602376895,63.71175618,8.780028343,0.319993973,14,1
"5.24",1,"1",448.854,9.529569492,70.38748675,14.33999062,0.780014038,27,1
"5.25",2,"2",366.378,5.447741261,31.06550083,1.399999142,0,19,1
"5.26",2,"2",430.874,7.996176331,47.61230956,2.979992867,1.879994392,23,1
"5.27",2,"2",444.464,8.371400102,61.66221268,5.540001869,8.538167953,23,1
"5.28",2,"2",431.029,7.164553742,63.31247174,9.060003757,0,16,1
"5.29",3,"3",433.023,8.647387663,63.17710283,7.060025692,3.519968987,18,1
"5.3",3,"3",359.503,6.197104106,42.06078566,3.659999371,0,32,1
"5.30",2,"2",420.492,8.058446784,63.67597325,11.59999275,0,17,1
"5.31",3,"3",444.964,6.871753465,44.99014179,3.400001526,0.759982109,34,1
"5.32",1,"1",424.276,7.448883838,63.40424132,8.140014648,0,0,NA
"5.33",3,"3",371.47,6.297660588,47.69275901,8.940009117,0,26,1
"5.34",2,"2",401.744,8.424776844,58.69736601,6.679981709,1.140013695,11,1
"5.35",1,"1",425.738,8.283621496,61.96261773,7.519987583,0,12,NA
"5.36",2,"2",507.596,10.99340685,67.92929765,10.26000977,1.056697845,26,1
"5.37",3,"3",409.071,7.128215917,49.937308,3.460019588,0.019987106,17,1
"5.38",2,"2",441.743,7.03237124,35.64146365,3.759977341,7.080845833,26,1
"5.39",3,"3",498.169,11.37604261,78.20301292,10.54616594,7.165992737,23,NA
"5.4",2,"2",441.712,7.566337539,61.87382559,9.81998682,0,17,1
"5.40",1,"1",427.811,10.18724988,69.26615032,9.060011387,5.21999073,0,NA
"5.5",2,"2",447.797,8.897906395,59.85311603,4.419986725,9.797772408,21,1
"5.6",1,"1",429.918,8.407699289,35.44231605,2.479991913,11.78822374,12,NA
"5.7",2,"2",351.187,6.693482389,52.52215783,12.11999607,0,14,NA
"5.8",2,"2",419.571,7.585533695,64.24286681,14.06000566,0,20,1
"5.9",1,"1",400.31,8.783002121,64.34656078,11.30000734,5.120977402,11,NA
"6.1",1,"1",392.95,7.60558719,58.77788856,8.780001163,1.04000473,0,NA
"6.10",2,"2",415.003,8.135294053,49.99719311,5.21999979,6.380002975,22,NA
"6.11",3,"3",471.436,9.284831855,48.52372404,4.940001488,0.02000618,43,1
"6.12",3,"3",425.082,7.286488786,54.7862868,7.080001354,1.860002518,42,1
"6.13",2,"2",478.986,9.943638819,66.22561518,9.460009575,0,40,1
"6.14",3,"3",485.03,8.412444929,55.08426994,6.079991817,0,74,1
"6.15",1,"1",403.804,8.386551301,58.19842249,5.799974442,0.020010948,5,NA
"6.16",3,"3",450.609,6.324688393,26.75125092,3.939988375,0.200003147,48,1
"6.17",3,"3",393.99,6.867174671,35.06307941,3.919997215,3.879342079,33,1
"6.18",2,"2",405.533,8.16248975,57.78525956,8.79999733,1.700005531,10,1
"6.19",3,"3",514.416,8.70288237,63.94673544,6.71998167,1.035508156,21,1
"6.2",2,"2",426.85,7.381284709,49.33559639,2.60000658,1.440013885,16,1
"6.20",3,"3",421.047,7.403350108,46.60611882,2.940004349,2.530694962,26,1
"6.21",2,"2",393.87,8.212788456,41.0454238,5.599977016,5.185851097,24,1
"6.22",1,"1",417.498,7.30958766,57.33744425,7.399991989,1.046365738,38,1
"6.23",2,"2",417.302,7.262069638,57.75326788,7.160007,0,14,1
"6.24",3,"3",516.217,8.435206266,48.16586066,5.46001482,1.579996109,34,1
"6.25",2,"2",385.562,6.474421187,37.75382828,1.540000916,0,26,1
"6.26",2,"2",371.747,6.408050172,53.81095231,8.499996662,0,15,1
"6.27",2,"2",402.633,8.553272494,59.18605172,6.959984779,4.660006523,20,1
"6.28",1,"1",360.557,5.793826279,43.5475582,4.920012474,5.800004005,6,NA
"6.29",3,"3",378.278,7.903581868,45.54818585,1.800018787,4.790564537,12,NA
"6.3",2,"2",404.58,7.425141467,59.46525894,9.639997959,3.280002594,20,1
"6.30",3,"3",499.335,8.534242418,48.44219764,3.580011845,9.379987717,22,1
